TransactionID,Amount,CustomerID,Timestamp,MerchantID,TransactionAmount,AnomalyScore,FraudIndicator,Category,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,MerchantName,Location
160,99.24329386,1271,1/7/2022 15:00,2783,20.43390272,0.799903051,1,Food,Customer 1271,23,Address 1271,9084.791659,9/28/2022,0,Merchant 2783,Location 2783
161,97.62385249,1935,1/7/2022 16:00,2752,34.28799621,0.812832605,0,Travel,Customer 1935,35,Address 1935,4805.277796,7/23/2024,0,Merchant 2752,Location 2752
162,68.36222224,1666,1/7/2022 17:00,2583,93.90980108,0.130345312,1,Retail,Customer 1666,36,Address 1666,9674.062164,10/28/2023,0,Merchant 2583,Location 2583
163,52.74055838,1495,1/7/2022 18:00,2370,62.29668213,0.896164898,0,Online,Customer 1495,20,Address 1495,1236.384946,5/10/2023,0,Merchant 2370,Location 2370
164,88.7572885,1982,1/7/2022 19:00,2025,21.20038562,0.329252846,0,Other,Customer 1982,46,Address 1982,4575.522471,9/8/2024,0,Merchant 2025,Location 2025
165,70.65807372,1127,1/7/2022 20:00,2998,39.62416223,0.063965262,0,Food,Customer 1127,39,Address 1127,4843.290416,5/7/2022,0,Merchant 2998,Location 2998
166,16.56039638,1437,1/7/2022 21:00,2081,94.98701866,0.172967878,0,Travel,Customer 1437,19,Address 1437,3712.16591,3/13/2023,0,Merchant 2081,Location 2081
167,36.87248197,1145,1/7/2022 22:00,2229,70.94903663,0.957948101,0,Travel,Customer 1145,56,Address 1145,9855.674628,5/25/2022,0,Merchant 2229,Location 2229
168,37.97774881,1477,1/7/2022 23:00,2711,65.07165073,0.839889036,0,Online,Customer 1477,31,Address 1477,4219.355106,4/22/2023,0,Merchant 2711,Location 2711
169,37.40762141,1727,1/8/2022 0:00,2853,87.84367672,0.638143232,0,Other,Customer 1727,25,Address 1727,7941.847202,12/28/2023,0,Merchant 2853,Location 2853
170,27.45989544,1365,1/8/2022 1:00,2514,96.14624651,0.429770566,0,Other,Customer 1365,49,Address 1365,2249.683841,12/31/2022,1,Merchant 2514,Location 2514
171,16.46882448,1239,1/8/2022 2:00,2201,91.19330768,0.44912317,0,Retail,Customer 1239,40,Address 1239,8704.182255,8/27/2022,0,Merchant 2201,Location 2201
172,95.81318707,1422,1/8/2022 3:00,2818,98.62431307,0.418865584,0,Travel,Customer 1422,32,Address 1422,6987.997844,2/26/2023,0,Merchant 2818,Location 2818
173,63.47667766,1089,1/8/2022 4:00,2200,69.26898129,0.956696054,0,Online,Customer 1089,50,Address 1089,6121.739351,3/30/2022,0,Merchant 2200,Location 2200
174,97.06552052,1407,1/8/2022 5:00,2898,38.39751064,0.796299372,1,Retail,Customer 1407,32,Address 1407,8827.782393,2/11/2023,0,Merchant 2898,Location 2898
175,13.59221031,1233,1/8/2022 6:00,2298,72.07671515,0.357820896,0,Online,Customer 1233,28,Address 1233,8198.178339,8/21/2022,0,Merchant 2298,Location 2298
176,18.04295486,1474,1/8/2022 7:00,2144,23.16580918,0.358169106,0,Online,Customer 1474,37,Address 1474,8007.840813,4/19/2023,0,Merchant 2144,Location 2144
177,57.40080966,1059,1/8/2022 8:00,2372,96.99742621,0.366330551,0,Other,Customer 1059,42,Address 1059,4450.429069,2/28/2022,0,Merchant 2372,Location 2372
178,91.89645671,1596,1/8/2022 9:00,2196,75.17795368,0.479741809,0,Online,Customer 1596,62,Address 1596,7604.035813,8/19/2023,0,Merchant 2196,Location 2196
179,67.30165835,1800,1/8/2022 10:00,2981,71.27729967,0.80599535,0,Food,Customer 1800,58,Address 1800,6631.372808,3/10/2024,0,Merchant 2981,Location 2981
180,79.45616782,1117,1/8/2022 11:00,2229,73.50579665,0.446695006,0,Food,Customer 1117,52,Address 1117,7288.036638,4/27/2022,0,Merchant 2229,Location 2229
181,74.5937657,1548,1/8/2022 12:00,2078,95.81512851,0.148058285,0,Other,Customer 1548,29,Address 1548,4483.1563,7/2/2023,0,Merchant 2078,Location 2078
182,90.05004587,1084,1/8/2022 13:00,2220,18.85269718,0.730449485,0,Travel,Customer 1084,60,Address 1084,2169.425935,3/25/2022,0,Merchant 2220,Location 2220
183,71.65549551,1591,1/8/2022 14:00,2671,13.29487819,0.966645464,0,Online,Customer 1591,36,Address 1591,7962.410275,8/14/2023,0,Merchant 2671,Location 2671
184,76.74484865,1107,1/8/2022 15:00,2507,70.84194087,0.934526599,0,Retail,Customer 1107,60,Address 1107,6166.294346,4/17/2022,0,Merchant 2507,Location 2507
185,30.73140745,1449,1/8/2022 16:00,2166,29.79754218,0.871377898,0,Online,Customer 1449,64,Address 1449,3495.32036,3/25/2023,0,Merchant 2166,Location 2166
186,13.94613718,1997,1/8/2022 17:00,2528,10.97606379,0.088722489,0,Online,Customer 1997,58,Address 1997,9255.451757,9/23/2024,0,Merchant 2528,Location 2528
187,86.27614398,1825,1/8/2022 18:00,2366,30.6278139,0.380486728,0,Retail,Customer 1825,54,Address 1825,4886.010825,4/4/2024,0,Merchant 2366,Location 2366
188,39.15191297,1609,1/8/2022 19:00,2348,86.27039906,0.599707629,0,Other,Customer 1609,29,Address 1609,7085.442721,9/1/2023,0,Merchant 2348,Location 2348
189,63.75541221,1439,1/8/2022 20:00,2163,90.69366946,0.05258412,0,Food,Customer 1439,47,Address 1439,8557.608089,3/15/2023,0,Merchant 2163,Location 2163
190,13.93665698,1122,1/8/2022 21:00,2778,97.45799846,0.13241308,0,Travel,Customer 1122,54,Address 1122,4998.111233,5/2/2022,0,Merchant 2778,Location 2778
191,39.27911887,1542,1/8/2022 22:00,2360,94.26044568,0.281616992,0,Retail,Customer 1542,63,Address 1542,6808.655942,6/26/2023,0,Merchant 2360,Location 2360
192,61.2928509,1024,1/8/2022 23:00,2940,65.20547785,0.036140127,0,Retail,Customer 1024,40,Address 1024,1795.328227,1/24/2022,0,Merchant 2940,Location 2940
193,61.58502548,1804,1/9/2022 0:00,2926,58.92672041,0.964499106,0,Food,Customer 1804,24,Address 1804,8924.925317,3/14/2024,0,Merchant 2926,Location 2926
194,25.80762678,1394,1/9/2022 1:00,2176,81.99840679,0.176408367,0,Travel,Customer 1394,31,Address 1394,1417.691111,1/29/2023,0,Merchant 2176,Location 2176
195,60.16279501,1377,1/9/2022 2:00,2901,46.79083873,0.829296851,0,Food,Customer 1377,46,Address 1377,7515.210695,1/12/2023,0,Merchant 2901,Location 2901
196,73.95115481,1860,1/9/2022 3:00,2208,11.41475482,0.155644685,0,Travel,Customer 1860,21,Address 1860,2424.450317,5/9/2024,0,Merchant 2208,Location 2208
197,41.60066615,1022,1/9/2022 4:00,2125,39.74657137,0.783129714,0,Retail,Customer 1022,55,Address 1022,4265.273573,1/22/2022,0,Merchant 2125,Location 2125
198,77.50218978,1599,1/9/2022 5:00,2162,69.42652626,0.450737172,0,Online,Customer 1599,18,Address 1599,8662.854279,8/22/2023,1,Merchant 2162,Location 2162
199,60.7007598,1281,1/9/2022 6:00,2679,74.8024137,0.354091137,1,Retail,Customer 1281,33,Address 1281,3183.466494,10/8/2022,0,Merchant 2679,Location 2679
200,10.86708774,1549,1/9/2022 7:00,2900,11.13502429,0.654357969,0,Online,Customer 1549,60,Address 1549,4220.470749,7/3/2023,0,Merchant 2900,Location 2900
201,78.69908199,1237,1/9/2022 8:00,2382,78.79265668,0.092469867,0,Other,Customer 1237,32,Address 1237,5160.483332,8/25/2022,0,Merchant 2382,Location 2382
202,13.56299126,1800,1/9/2022 9:00,2802,73.35801855,0.86354396,0,Online,Customer 1800,58,Address 1800,6631.372808,3/10/2024,0,Merchant 2802,Location 2802
203,61.40287559,1167,1/9/2022 10:00,2789,19.79428899,0.645980808,0,Retail,Customer 1167,33,Address 1167,4121.316625,6/16/2022,0,Merchant 2789,Location 2789
204,68.40522341,1559,1/9/2022 11:00,2856,52.57391798,0.103205929,0,Online,Customer 1559,22,Address 1559,4091.678054,7/13/2023,0,Merchant 2856,Location 2856
205,59.45638924,1764,1/9/2022 12:00,2618,87.9468388,0.781116511,0,Travel,Customer 1764,49,Address 1764,7695.154348,2/3/2024,0,Merchant 2618,Location 2618
206,94.5707514,1124,1/9/2022 13:00,2493,45.34907935,0.386784865,0,Travel,Customer 1124,45,Address 1124,6746.98879,5/4/2022,0,Merchant 2493,Location 2493
207,81.56433192,1095,1/9/2022 14:00,2713,49.02599806,0.274110001,0,Other,Customer 1095,27,Address 1095,8403.773667,4/5/2022,1,Merchant 2713,Location 2713
208,58.42056073,1690,1/9/2022 15:00,2478,76.78915241,0.314407995,0,Travel,Customer 1690,24,Address 1690,5729.012454,11/21/2023,0,Merchant 2478,Location 2478
209,48.04486291,1359,1/9/2022 16:00,2405,57.2591284,0.28833735,0,Food,Customer 1359,53,Address 1359,8430.986519,12/25/2022,0,Merchant 2405,Location 2405
210,27.51230202,1026,1/9/2022 17:00,2332,21.2393059,0.322798084,0,Other,Customer 1026,58,Address 1026,8091.736702,1/26/2022,0,Merchant 2332,Location 2332
211,67.03130271,1596,1/9/2022 18:00,2989,79.37651455,0.970049125,0,Online,Customer 1596,62,Address 1596,7604.035813,8/19/2023,0,Merchant 2989,Location 2989
212,78.56207411,1506,1/9/2022 19:00,2828,52.47637818,0.858185998,1,Other,Customer 1506,22,Address 1506,5745.088291,5/21/2023,0,Merchant 2828,Location 2828
213,81.95667522,1219,1/9/2022 20:00,2065,75.32893872,0.446327303,0,Food,Customer 1219,23,Address 1219,7649.649301,8/7/2022,0,Merchant 2065,Location 2065
214,66.2227877,1609,1/9/2022 21:00,2536,76.76865856,0.116863115,0,Travel,Customer 1609,29,Address 1609,7085.442721,9/1/2023,0,Merchant 2536,Location 2536
215,43.28842594,1788,1/9/2022 22:00,2225,87.13835925,0.247320005,0,Online,Customer 1788,27,Address 1788,4384.800512,2/27/2024,0,Merchant 2225,Location 2225
216,91.44727684,1320,1/9/2022 23:00,2533,33.34697459,0.04985836,0,Retail,Customer 1320,48,Address 1320,4674.919671,11/16/2022,0,Merchant 2533,Location 2533
217,98.68616371,1194,1/10/2022 0:00,2023,79.68450092,0.485599952,0,Travel,Customer 1194,40,Address 1194,7405.683379,7/13/2022,0,Merchant 2023,Location 2023
218,84.03821815,1387,1/10/2022 1:00,2884,21.68077849,0.086575833,0,Online,Customer 1387,31,Address 1387,2137.201057,1/22/2023,1,Merchant 2884,Location 2884
219,26.70590374,1381,1/10/2022 2:00,2388,78.7859157,0.857619942,0,Online,Customer 1381,58,Address 1381,4206.19949,1/16/2023,0,Merchant 2388,Location 2388
220,95.66715462,1023,1/10/2022 3:00,2338,66.73769652,0.307393931,0,Online,Customer 1023,34,Address 1023,9545.474869,1/23/2022,0,Merchant 2338,Location 2338
221,53.8479795,1292,1/10/2022 4:00,2094,47.44304194,0.210648526,0,Food,Customer 1292,33,Address 1292,5713.487344,10/19/2022,0,Merchant 2094,Location 2094
222,67.75664736,1556,1/10/2022 5:00,2206,17.36876576,0.059029299,0,Online,Customer 1556,53,Address 1556,2262.489052,7/10/2023,0,Merchant 2206,Location 2206
223,68.86554661,1616,1/10/2022 6:00,2334,56.8899215,0.017716041,0,Travel,Customer 1616,31,Address 1616,5058.355133,9/8/2023,0,Merchant 2334,Location 2334
224,32.33436858,1646,1/10/2022 7:00,2893,22.12089269,0.68149805,0,Retail,Customer 1646,46,Address 1646,1384.666674,10/8/2023,0,Merchant 2893,Location 2893
225,87.01593245,1678,1/10/2022 8:00,2979,41.46857357,0.985410519,0,Food,Customer 1678,33,Address 1678,3302.010949,11/9/2023,1,Merchant 2979,Location 2979
226,34.5281136,1950,1/10/2022 9:00,2539,13.87128183,0.762204859,0,Food,Customer 1950,48,Address 1950,2394.859954,8/7/2024,0,Merchant 2539,Location 2539
227,72.13258352,1995,1/10/2022 10:00,2776,29.67925463,0.939216166,1,Travel,Customer 1995,38,Address 1995,2240.517799,9/21/2024,0,Merchant 2776,Location 2776
228,55.79769592,1492,1/10/2022 11:00,2962,10.9730234,0.188333858,0,Online,Customer 1492,46,Address 1492,2989.819267,5/7/2023,0,Merchant 2962,Location 2962
229,26.44706544,1395,1/10/2022 12:00,2687,94.06229601,0.258941441,0,Other,Customer 1395,32,Address 1395,4381.287524,1/30/2023,1,Merchant 2687,Location 2687
230,99.71923371,1903,1/10/2022 13:00,2473,51.60730408,0.958561333,0,Food,Customer 1903,18,Address 1903,4718.536567,6/21/2024,0,Merchant 2473,Location 2473
231,39.30443809,1442,1/10/2022 14:00,2577,70.86813432,0.474519703,0,Online,Customer 1442,54,Address 1442,9760.428571,3/18/2023,0,Merchant 2577,Location 2577
232,48.95945027,1169,1/10/2022 15:00,2559,14.74896742,0.327913222,0,Other,Customer 1169,30,Address 1169,4020.714312,6/18/2022,0,Merchant 2559,Location 2559
233,98.73461898,1767,1/10/2022 16:00,2787,62.37409428,0.045247638,0,Online,Customer 1767,38,Address 1767,1238.122719,2/6/2024,0,Merchant 2787,Location 2787
234,69.33327246,1221,1/10/2022 17:00,2851,35.9457724,0.893478987,0,Other,Customer 1221,37,Address 1221,6722.285664,8/9/2022,0,Merchant 2851,Location 2851
235,65.34894374,1806,1/10/2022 18:00,2949,56.42739495,0.912297399,0,Retail,Customer 1806,61,Address 1806,7475.015619,3/16/2024,0,Merchant 2949,Location 2949
236,69.82507208,1999,1/10/2022 19:00,2789,33.87630498,0.403826432,0,Retail,Customer 1999,57,Address 1999,7376.854107,9/25/2024,0,Merchant 2789,Location 2789
237,46.17260059,1506,1/10/2022 20:00,2442,23.30991587,0.894439927,0,Online,Customer 1506,22,Address 1506,5745.088291,5/21/2023,0,Merchant 2442,Location 2442
238,55.20400597,1024,1/10/2022 21:00,2231,25.29149584,0.089740413,0,Retail,Customer 1024,40,Address 1024,1795.328227,1/24/2022,0,Merchant 2231,Location 2231
239,53.97929249,1359,1/10/2022 22:00,2442,52.56582829,0.335185763,0,Retail,Customer 1359,53,Address 1359,8430.986519,12/25/2022,0,Merchant 2442,Location 2442
240,45.00641712,1892,1/10/2022 23:00,2282,77.8545946,0.572268184,1,Online,Customer 1892,59,Address 1892,5096.276615,6/10/2024,0,Merchant 2282,Location 2282
241,27.18554243,1830,1/11/2022 0:00,2373,59.12483586,0.27209368,0,Other,Customer 1830,22,Address 1830,9443.195845,4/9/2024,0,Merchant 2373,Location 2373
242,25.42051713,1515,1/11/2022 1:00,2702,69.93087012,0.515765493,0,Online,Customer 1515,37,Address 1515,7872.506549,5/30/2023,0,Merchant 2702,Location 2702
243,48.25294918,1479,1/11/2022 2:00,2451,92.35937017,0.134472412,0,Food,Customer 1479,47,Address 1479,6915.090133,4/24/2023,0,Merchant 2451,Location 2451
244,38.65841154,1398,1/11/2022 3:00,2789,24.8982594,0.174584251,0,Travel,Customer 1398,55,Address 1398,1617.125777,2/2/2023,0,Merchant 2789,Location 2789
245,66.64627231,1848,1/11/2022 4:00,2872,65.35616716,0.218879876,0,Travel,Customer 1848,63,Address 1848,2524.244091,4/27/2024,0,Merchant 2872,Location 2872
246,67.64191353,1877,1/11/2022 5:00,2552,99.04387605,0.218778676,0,Online,Customer 1877,43,Address 1877,1848.98564,5/26/2024,0,Merchant 2552,Location 2552
247,95.63285443,1965,1/11/2022 6:00,2118,64.90209134,0.786697774,0,Retail,Customer 1965,44,Address 1965,2295.865935,8/22/2024,0,Merchant 2118,Location 2118
248,81.69004136,1656,1/11/2022 7:00,2408,90.59198941,0.00658986,0,Other,Customer 1656,48,Address 1656,5626.572877,10/18/2023,0,Merchant 2408,Location 2408
249,60.72469492,1180,1/11/2022 8:00,2677,52.49254177,0.027117354,0,Online,Customer 1180,59,Address 1180,8645.383186,6/29/2022,0,Merchant 2677,Location 2677
250,60.55808101,1244,1/11/2022 9:00,2040,21.65134655,0.870231178,0,Retail,Customer 1244,46,Address 1244,8723.861427,9/1/2022,0,Merchant 2040,Location 2040
251,38.53310954,1406,1/11/2022 10:00,2007,78.56612335,0.64936662,0,Retail,Customer 1406,56,Address 1406,6284.739666,2/10/2023,0,Merchant 2007,Location 2007
252,39.64193471,1546,1/11/2022 11:00,2120,80.25449381,0.707481159,0,Food,Customer 1546,52,Address 1546,6282.241817,6/30/2023,0,Merchant 2120,Location 2120
253,52.32859081,1316,1/11/2022 12:00,2033,15.05352197,0.510508167,0,Travel,Customer 1316,41,Address 1316,1538.03304,11/12/2022,0,Merchant 2033,Location 2033
254,61.15704513,1768,1/11/2022 13:00,2764,96.62137606,0.281707456,0,Retail,Customer 1768,35,Address 1768,1824.800521,2/7/2024,0,Merchant 2764,Location 2764
255,74.41673715,1983,1/11/2022 14:00,2903,92.88343589,0.814211345,0,Other,Customer 1983,42,Address 1983,4754.880202,9/9/2024,0,Merchant 2903,Location 2903
256,16.70607949,1685,1/11/2022 15:00,2242,96.46532589,0.763393585,0,Retail,Customer 1685,18,Address 1685,3046.120485,11/16/2023,0,Merchant 2242,Location 2242
257,23.74031905,1441,1/11/2022 16:00,2627,71.33796707,0.555628031,0,Food,Customer 1441,37,Address 1441,7268.82735,3/17/2023,0,Merchant 2627,Location 2627
258,72.19579593,1198,1/11/2022 17:00,2266,64.84821624,0.455899096,0,Travel,Customer 1198,62,Address 1198,7777.442049,7/17/2022,0,Merchant 2266,Location 2266
259,63.92237414,1990,1/11/2022 18:00,2298,79.51078293,0.275612963,0,Other,Customer 1990,63,Address 1990,7417.757201,9/16/2024,0,Merchant 2298,Location 2298
260,32.12173424,1893,1/11/2022 19:00,2228,35.661095,0.34851838,0,Online,Customer 1893,45,Address 1893,9608.404562,6/11/2024,0,Merchant 2228,Location 2228
261,61.32263139,1558,1/11/2022 20:00,2911,34.53383407,0.991626339,0,Food,Customer 1558,35,Address 1558,9927.157719,7/12/2023,0,Merchant 2911,Location 2911
262,54.47433021,1995,1/11/2022 21:00,2005,18.32717405,0.387238275,0,Retail,Customer 1995,38,Address 1995,2240.517799,9/21/2024,0,Merchant 2005,Location 2005
263,27.3369404,1253,1/11/2022 22:00,2509,11.86341116,0.217542641,0,Food,Customer 1253,62,Address 1253,5185.762082,9/10/2022,0,Merchant 2509,Location 2509
264,31.30582519,1455,1/11/2022 23:00,2104,26.57347152,0.202206374,0,Food,Customer 1455,39,Address 1455,3227.699686,3/31/2023,0,Merchant 2104,Location 2104
265,41.54205963,1017,1/12/2022 0:00,2055,29.78245575,0.493308319,0,Food,Customer 1017,21,Address 1017,5179.000965,1/17/2022,0,Merchant 2055,Location 2055
266,32.85924468,1393,1/12/2022 1:00,2120,59.42213532,0.612033514,0,Travel,Customer 1393,47,Address 1393,3238.184097,1/28/2023,0,Merchant 2120,Location 2120
267,71.23473259,1866,1/12/2022 2:00,2088,10.31780692,0.327654541,0,Food,Customer 1866,35,Address 1866,9510.171444,5/15/2024,0,Merchant 2088,Location 2088
268,26.61945951,1433,1/12/2022 3:00,2681,84.31669593,0.864097225,0,Retail,Customer 1433,55,Address 1433,6991.289067,3/9/2023,0,Merchant 2681,Location 2681
269,56.2795873,1229,1/12/2022 4:00,2023,36.1555284,0.740778862,0,Travel,Customer 1229,18,Address 1229,7030.677982,8/17/2022,0,Merchant 2023,Location 2023
270,79.53936402,1786,1/12/2022 5:00,2228,27.51526729,0.607752002,0,Travel,Customer 1786,50,Address 1786,1656.961894,2/25/2024,0,Merchant 2228,Location 2228
271,36.75441407,1432,1/12/2022 6:00,2611,10.8310472,0.620899111,1,Other,Customer 1432,36,Address 1432,5930.219714,3/8/2023,1,Merchant 2611,Location 2611
272,58.17973708,1944,1/12/2022 7:00,2241,30.82326807,0.04434239,1,Travel,Customer 1944,51,Address 1944,2462.046546,8/1/2024,0,Merchant 2241,Location 2241
273,28.30389997,1512,1/12/2022 8:00,2779,20.01826492,0.40316133,0,Other,Customer 1512,64,Address 1512,7327.564,5/27/2023,0,Merchant 2779,Location 2779
274,35.92410077,1354,1/12/2022 9:00,2262,59.42577417,0.950762883,0,Travel,Customer 1354,45,Address 1354,3903.794554,12/20/2022,0,Merchant 2262,Location 2262
275,78.31270714,1873,1/12/2022 10:00,2705,49.11928354,0.732851722,0,Online,Customer 1873,31,Address 1873,4025.340053,5/22/2024,0,Merchant 2705,Location 2705
276,35.05265258,1405,1/12/2022 11:00,2397,27.22684742,0.78344978,0,Travel,Customer 1405,59,Address 1405,9246.516979,2/9/2023,0,Merchant 2397,Location 2397
277,70.79730571,1958,1/12/2022 12:00,2721,41.09922894,0.41853926,0,Retail,Customer 1958,57,Address 1958,8961.011692,8/15/2024,0,Merchant 2721,Location 2721
278,61.10932034,1893,1/12/2022 13:00,2510,62.47164635,0.652001606,0,Other,Customer 1893,45,Address 1893,9608.404562,6/11/2024,0,Merchant 2510,Location 2510
279,56.75461699,1535,1/12/2022 14:00,2491,87.47329708,0.612971594,0,Food,Customer 1535,53,Address 1535,8720.210863,6/19/2023,0,Merchant 2491,Location 2491
280,16.21986005,1351,1/12/2022 15:00,2553,31.21483132,0.770159801,0,Retail,Customer 1351,32,Address 1351,6685.598454,12/17/2022,0,Merchant 2553,Location 2553
281,10.80241294,1848,1/12/2022 16:00,2714,61.90352457,0.717356874,0,Food,Customer 1848,63,Address 1848,2524.244091,4/27/2024,0,Merchant 2714,Location 2714
282,66.5700245,1562,1/12/2022 17:00,2713,96.57198893,0.586759535,0,Travel,Customer 1562,43,Address 1562,9938.922919,7/16/2023,0,Merchant 2713,Location 2713
283,26.1339922,1817,1/12/2022 18:00,2083,37.99213523,0.562189647,0,Retail,Customer 1817,28,Address 1817,3402.333161,3/27/2024,0,Merchant 2083,Location 2083
284,17.31735493,1649,1/12/2022 19:00,2223,51.99564189,0.703766768,0,Other,Customer 1649,54,Address 1649,7708.879304,10/11/2023,0,Merchant 2223,Location 2223
285,75.32446317,1505,1/12/2022 20:00,2886,61.43609226,0.26497635,0,Retail,Customer 1505,33,Address 1505,9012.48065,5/20/2023,0,Merchant 2886,Location 2886
286,30.76847777,1513,1/12/2022 21:00,2287,14.52352131,0.119439939,0,Travel,Customer 1513,47,Address 1513,6238.20632,5/28/2023,0,Merchant 2287,Location 2287
287,57.45622414,1604,1/12/2022 22:00,2328,33.9135831,0.58737649,0,Other,Customer 1604,36,Address 1604,4470.138106,8/27/2023,0,Merchant 2328,Location 2328
288,73.30329705,1972,1/12/2022 23:00,2808,78.97968796,0.825686913,0,Online,Customer 1972,39,Address 1972,6552.817253,8/29/2024,0,Merchant 2808,Location 2808
289,96.2332142,1165,1/13/2022 0:00,2492,51.13891597,0.757282917,1,Food,Customer 1165,48,Address 1165,4115.718544,6/14/2022,0,Merchant 2492,Location 2492
290,77.30466543,1597,1/13/2022 1:00,2039,69.59584397,0.919952047,0,Travel,Customer 1597,33,Address 1597,7732.131278,8/20/2023,0,Merchant 2039,Location 2039
291,62.77388545,1462,1/13/2022 2:00,2746,66.20543512,0.894686497,0,Retail,Customer 1462,30,Address 1462,9035.12333,4/7/2023,0,Merchant 2746,Location 2746
292,56.55035975,1712,1/13/2022 3:00,2754,58.01664841,0.396400987,0,Retail,Customer 1712,58,Address 1712,4878.871298,12/13/2023,0,Merchant 2754,Location 2754
293,91.37503293,1100,1/13/2022 4:00,2038,79.28311196,0.296190375,0,Travel,Customer 1100,62,Address 1100,2924.235911,4/10/2022,0,Merchant 2038,Location 2038
294,35.15145131,1009,1/13/2022 5:00,2253,16.92260059,0.401232954,0,Other,Customer 1009,32,Address 1009,5359.74781,1/9/2022,0,Merchant 2253,Location 2253
295,34.52085974,1770,1/13/2022 6:00,2013,22.6547138,0.797905003,0,Food,Customer 1770,36,Address 1770,6847.490921,2/9/2024,1,Merchant 2013,Location 2013
296,95.32857785,1678,1/13/2022 7:00,2680,12.04860753,0.687992652,0,Travel,Customer 1678,33,Address 1678,3302.010949,11/9/2023,1,Merchant 2680,Location 2680
297,51.40358574,1953,1/13/2022 8:00,2069,82.52626114,0.740551881,0,Retail,Customer 1953,18,Address 1953,5323.113544,8/10/2024,0,Merchant 2069,Location 2069
298,20.66255753,1239,1/13/2022 9:00,2745,67.96649542,0.358552761,0,Retail,Customer 1239,40,Address 1239,8704.182255,8/27/2022,0,Merchant 2745,Location 2745
299,53.65543294,1322,1/13/2022 10:00,2243,87.36133939,0.261060847,0,Travel,Customer 1322,29,Address 1322,9411.508717,11/18/2022,0,Merchant 2243,Location 2243
300,46.2432624,1940,1/13/2022 11:00,2960,55.29097106,0.491499782,0,Other,Customer 1940,29,Address 1940,6383.377145,7/28/2024,0,Merchant 2960,Location 2960
301,42.30380191,1994,1/13/2022 12:00,2616,97.05791341,0.052527427,0,Retail,Customer 1994,63,Address 1994,8791.304689,9/20/2024,0,Merchant 2616,Location 2616
302,98.06620816,1437,1/13/2022 13:00,2869,25.14389828,0.126789301,0,Online,Customer 1437,19,Address 1437,3712.16591,3/13/2023,0,Merchant 2869,Location 2869
303,61.98793645,1135,1/13/2022 14:00,2703,51.24351029,0.690766946,0,Travel,Customer 1135,49,Address 1135,7871.385911,5/15/2022,0,Merchant 2703,Location 2703
304,15.08358251,1873,1/13/2022 15:00,2280,50.70585723,0.831704277,0,Retail,Customer 1873,31,Address 1873,4025.340053,5/22/2024,0,Merchant 2280,Location 2280
305,79.21418527,1233,1/13/2022 16:00,2020,44.03294777,0.371873764,0,Food,Customer 1233,28,Address 1233,8198.178339,8/21/2022,0,Merchant 2020,Location 2020
306,14.32561896,1701,1/13/2022 17:00,2265,18.86049747,0.131599399,0,Retail,Customer 1701,50,Address 1701,7244.499732,12/2/2023,0,Merchant 2265,Location 2265
307,74.04598057,1392,1/13/2022 18:00,2239,13.47867254,0.269449435,0,Travel,Customer 1392,37,Address 1392,4900.652704,1/27/2023,0,Merchant 2239,Location 2239
308,13.77539183,1468,1/13/2022 19:00,2020,74.97224621,0.767732035,0,Online,Customer 1468,45,Address 1468,2410.574677,4/13/2023,0,Merchant 2020,Location 2020
309,20.77344494,1759,1/13/2022 20:00,2401,18.09790836,0.115080294,0,Food,Customer 1759,33,Address 1759,6608.386988,1/29/2024,0,Merchant 2401,Location 2401
310,76.94851056,1305,1/13/2022 21:00,2469,83.10914211,0.083805641,0,Other,Customer 1305,23,Address 1305,4624.660779,11/1/2022,0,Merchant 2469,Location 2469
311,27.45311649,1060,1/13/2022 22:00,2864,81.94669265,0.006969584,0,Travel,Customer 1060,38,Address 1060,9121.230251,3/1/2022,0,Merchant 2864,Location 2864
312,61.47768761,1557,1/13/2022 23:00,2195,18.37041241,0.285994427,0,Retail,Customer 1557,62,Address 1557,7585.899378,7/11/2023,0,Merchant 2195,Location 2195
313,68.6404364,1157,1/14/2022 0:00,2479,71.94075358,0.581375184,0,Online,Customer 1157,60,Address 1157,8479.723197,6/6/2022,1,Merchant 2479,Location 2479
314,39.75178064,1968,1/14/2022 1:00,2354,84.8940852,0.317943254,0,Other,Customer 1968,60,Address 1968,8884.809637,8/25/2024,0,Merchant 2354,Location 2354
315,84.98269507,1555,1/14/2022 2:00,2506,26.08556185,0.736441633,0,Travel,Customer 1555,45,Address 1555,1776.632987,7/9/2023,0,Merchant 2506,Location 2506
316,29.29155594,1112,1/14/2022 3:00,2285,65.29983225,0.781144516,0,Other,Customer 1112,57,Address 1112,9784.736554,4/22/2022,0,Merchant 2285,Location 2285
317,22.18984232,1292,1/14/2022 4:00,2771,64.93988674,0.870535563,0,Online,Customer 1292,33,Address 1292,5713.487344,10/19/2022,0,Merchant 2771,Location 2771
318,64.22877239,1346,1/14/2022 5:00,2335,45.88273508,0.617371645,0,Retail,Customer 1346,36,Address 1346,5760.887631,12/12/2022,0,Merchant 2335,Location 2335
319,23.85431433,1129,1/14/2022 6:00,2787,42.37126164,0.808571054,0,Food,Customer 1129,39,Address 1129,4396.076926,5/9/2022,0,Merchant 2787,Location 2787
